mode,controller,episodes,success_rate,final_error_mean,final_error_median,path_efficiency_mean,total_command_mean,mean_recent_calibration_error,success_stderr
abrupt_bump,calibration_state,600,0.9616666666666667,0.0016723855522545702,0.0015138394711060133,0.9282802405510286,3.6948142535723565,0.3690139677790067,0.007838355364157381
abrupt_bump,frozen_start_calibration,600,0.5383333333333333,0.10692536449508547,0.008412659333284375,0.8019486968162312,4.198906048354856,0.9860137662760099,0.020352336293226695
abrupt_bump,nominal_offline,600,0.47833333333333333,0.11592864591170947,0.014951718843406204,0.8195851828518421,4.0525423379771395,0.9996558652092445,0.020393240528647213
abrupt_bump,oracle,600,0.9666666666666667,0.0015324134334893846,0.0014196728636010477,0.973497454280077,3.5349828776021393,0.006781815435919632,0.007328281087929399
abrupt_bump,residual_bias,600,0.3616666666666667,0.08638732852164262,0.043746022333173464,0.7720456213594831,4.6108504342033925,0.9996558652092445,0.019615635298102077
abrupt_bump,robust_low_gain,600,0.145,0.28545069314093996,0.22807268237019257,0.9958018839636287,2.174001490136893,0.9996558652092445,0.01437445651146505
random_walk,calibration_state,600,0.97,0.0020473735070071063,0.0015118206981425651,0.9672254760894384,3.237838360211095,0.14421353820463764,0.006964194138592062
random_walk,frozen_start_calibration,600,0.9466666666666667,0.0028128872358797173,0.0015353711085001349,0.961903370843229,3.256365942310926,0.24156732203330292,0.009173229973577909
random_walk,nominal_offline,600,0.875,0.008418094629030974,0.0016249108129481656,0.9419152949150832,3.320565563111155,0.3699812843216901,0.013501543121683042
random_walk,oracle,600,0.9733333333333334,0.002031085799423214,0.0015067796807358433,0.9739372942693971,3.2154183607787807,0.02622663546050307,0.0065771771497549905
random_walk,residual_bias,600,0.79,0.017962375779892813,0.008641548584283891,0.9625819930154694,3.255085444790388,0.3699812843216901,0.016628289148315892
random_walk,robust_low_gain,600,0.25,0.18253252482426185,0.11091706840358442,0.9998432969695417,2.1231831642595815,0.3699812843216901,0.017677669529663688
severe_random_walk,calibration_state,600,0.9766666666666667,0.0016806572079945256,0.0014582624038298375,0.9502958845128391,3.3719699515746195,0.28306131397312456,0.0061629117697303976
severe_random_walk,frozen_start_calibration,600,0.8983333333333333,0.008578683887392176,0.0016439996434278463,0.9281410460529946,3.4529693050730894,0.501788127443114,0.012337649394945239
severe_random_walk,nominal_offline,600,0.75,0.03465355011569859,0.002037344742061538,0.8763333312466792,3.6200530403085143,0.6995774469703224,0.017677669529663688
severe_random_walk,oracle,600,0.9783333333333334,0.0016395646000593545,0.0013812141734142946,0.9734004370117103,3.2949903753472247,0.057536414189777126,0.0059437953955114925
severe_random_walk,residual_bias,600,0.6483333333333333,0.03712057185391416,0.01751582803798033,0.8911363894462432,3.7022967642386173,0.6995774469703224,0.01949346994176179
severe_random_walk,robust_low_gain,600,0.21833333333333332,0.20674735667911312,0.1542616969519417,0.9987250965098879,2.1402168357774305,0.6995774469703224,0.01686534360203832
static,calibration_state,600,0.97,0.001677316363120828,0.0014000486460305273,0.9670315038600241,3.1798551067165137,0.024625766936767587,0.006964194138592062
static,frozen_start_calibration,600,0.9733333333333334,0.0016873497951608463,0.0014048376270193734,0.9739917843982384,3.1583750067129186,0.0,0.0065771771497549905
static,nominal_offline,600,0.9216666666666666,0.004455775998364854,0.0015490730390440312,0.9364920085533731,3.281039701983477,0.35769224510645853,0.01096944409273796
static,oracle,600,0.9733333333333334,0.0016863967721134254,0.0014049734380827004,0.9739472709305701,3.158526662040152,0.0,0.0065771771497549905
static,residual_bias,600,0.835,0.01605277692507412,0.008043481234034578,0.9621636658930398,3.201304087552773,0.35769224510645853,0.01515338246069174
static,robust_low_gain,600,0.24,0.16844273285934624,0.11526608145736494,0.9998198375593055,2.1244219526200876,0.35769224510645853,0.017435595774162694
