family,setting,mode,controller,seed,episodes,obs_noise,action_noise,delay,dropout,outlier_prob,excitation_scale,dither,forgetting,window,event_scale,scale_floor,fallback_cond,success,success_stderr,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift
F,event0.55,late_bump,oracle,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,0.55,0.45,,1.0,0.0,0.0012200469210783566,0.005984379697249504,0.24379037030788764,2.9870677231950395,0.0,1.2457410365474195,1.9414937127019167e-06,0.0,1.0,0.0018832873430175189,0.0,0.7357350243411024
F,event0.55,late_bump,oracle,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,0.55,0.45,,1.0,0.0,0.0016805410371906434,0.026403278426002694,0.25907471024604145,3.104087424097478,0.0,1.2005473699202682,1.7558851055501526e-06,0.0,1.0,0.0014566385403720836,0.0,0.4460490899665568
F,event0.55,late_bump,oracle,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,0.55,0.45,,1.0,0.0,0.0016138000843460422,0.09210040727722044,0.21427051472047534,3.5736210213470527,0.0,1.2262791422520851,7.007087621043645e-06,0.0,1.0,0.1853201457450783,2.875,0.476758291402156
F,event1.0,late_bump,frozen_start_calibration,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.375,0.1711632992203644,0.10883909210668498,0.2046360710209216,0.21531508282932388,3.5144425225203157,1.1735314144800126,1.209316857512808,0.00012026161464271744,0.0,1.0,0.001893791858586459,0.0,1.177421753229094
F,event1.0,late_bump,frozen_start_calibration,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.875,0.11692679333668567,0.024423422398464574,0.07898732350003626,0.24048061856380498,3.349354453906391,0.7894387845602465,1.1009321026380103,7.968813138807024e-05,0.0,1.0,0.001473088976216696,0.0,0.7917288469064515
F,event1.0,late_bump,frozen_start_calibration,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.875,0.11692679333668567,0.1685640473555518,0.2566777639411235,0.2055299920955912,3.7476941107641664,0.8571015090965997,1.1180631012357718,4.670380415439625e-05,0.0,1.0,0.1847332518576165,2.875,0.8587424452351682
F,event1.0,late_bump,windowed_sysid,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.024656979090378246,0.007290953785581311,0.20145249533589155,3.6101001156514654,0.36658488416430407,3.2848985217527673,0.000153014917716511,0.01875,1.0,0.004069467477440841,0.0,1.177421753229094
F,event1.0,late_bump,windowed_sysid,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.007504123474506163,0.019560297572339302,0.22091170838886615,3.6582812427332048,0.42514285293397513,2.3146383627575906,8.458397496968894e-05,0.009375000000000001,1.0,0.015268387393403467,0.0,0.7917288469064515
F,event1.0,late_bump,windowed_sysid,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.875,0.11692679333668567,0.04592127656705282,0.1459769190275245,0.1862753400231993,4.127814018541182,0.45212391274847175,3.767472326265937,0.0001538794676061677,0.018750000000000003,1.0,0.03040684305684122,0.375,0.8587424452351682
F,event1.0,late_bump,calibration_state,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0013494177703267242,0.017420985183897807,0.23522084445682637,3.172180601595117,0.5310831366144748,1.5805923400486428,0.00010791617500128435,0.014062499999999999,1.0,0.001892734528695487,0.0,1.177421753229094
