setting,mode,controller,rows,episodes,success,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift,success_stderr
rls_f0.97,abrupt_bump,calibration_state,3,30,1.0,0.0014199663277859242,0.02521740957786932,0.16541065887559256,3.5426764766355405,0.5172104476472112,1.610008944784693,9.794656476787589e-05,0.010833333333333334,3.0,0.05793134260912741,0.7111111111111111,1.0702817627756114,0.0
rls_f0.97,severe_random_walk,calibration_state,3,30,1.0,0.0024486687132685386,0.02740405282222022,0.17552588974735536,3.4716553428929675,0.305637404633656,1.4210823781951352,3.1456663055551746e-05,0.0008333333333333334,0.0,0.0,nan,0.5220846216715186,0.0
rls_f0.97,sinusoidal,calibration_state,3,30,1.0,0.0016640731630165086,0.022054066185749354,0.18924017826314143,3.15710865160943,0.29794675028264395,1.3055643988556636,3.558388350695083e-05,0.0,0.0,0.0,nan,0.39604213865170035,0.0
rls_f1.0,abrupt_bump,csc_no_forgetting,3,30,1.0,0.001445999230224142,0.03064185261513401,0.1561048823539426,3.744575240105099,0.6777489988107585,1.4171005284021938,0.00016729366542041,0.0033333333333333335,3.0,0.075894549555657,1.1555555555555557,1.0702817627756114,0.0
rls_f1.0,severe_random_walk,csc_no_forgetting,3,30,0.9666666666666667,0.005025806099823906,0.027141403546650372,0.17298856142949434,3.5149637464455554,0.3477264195985755,1.3310010383785205,5.170974603890983e-05,0.0,0.0,0.0,nan,0.5220846216715186,0.03162277660168379
rls_f1.0,sinusoidal,csc_no_forgetting,3,30,1.0,0.0016277039586817664,0.020458176351870968,0.18751495286052147,3.18035207306736,0.23783151947465764,1.18615485216346,3.7118534836844124e-05,0.0,0.0,0.0,nan,0.39604213865170035,0.0
scalar_context,abrupt_bump,scalar_context,3,30,0.5333333333333333,0.11733628097027378,0.2556556037939665,0.1591318154459219,3.6050491334545107,1.0844692045750337,1.0,8.782721391055893e-05,0.0,3.0,0.2650642324341413,6.594444444444444,1.0702817627756114,0.15264899477287
scalar_context,severe_random_walk,scalar_context,3,30,0.8666666666666667,0.020741080549713797,0.12278875919693738,0.1762900158922609,3.3930236942121694,0.651488579049603,1.0,5.133550034513074e-05,0.0,0.0,0.0,nan,0.5220846216715186,0.07992736575564859
scalar_context,sinusoidal,scalar_context,3,30,0.8333333333333334,0.019121569909565785,0.13112968823553547,0.19752965284079135,3.0487530323439223,0.4682053672144136,1.0,1.5634221764973084e-05,0.0,0.0,0.0,nan,0.39604213865170035,0.09046829128954319
shuffled_matrix,abrupt_bump,shuffled_state,3,30,0.6999999999999998,0.1478288613576117,0.20591480802637205,0.1302607434874725,4.560062916040205,1.1246106106916665,1.6166957097214751,0.00035536866834711317,0.0004166666666666667,3.0,0.20145176932183964,4.144444444444445,1.0702817627756114,0.14491376746189438
shuffled_matrix,severe_random_walk,shuffled_state,3,30,0.8000000000000002,0.13093561526422778,0.16811477005310607,0.14299291863346056,4.343078813122525,0.888119839461984,1.6138337732638621,0.0002167213332044932,0.0,0.0,0.0,nan,0.5220846216715186,0.12649110640673517
shuffled_matrix,sinusoidal,shuffled_state,3,30,0.7333333333333334,0.10505310192954885,0.18300417650821144,0.1566110714789226,4.240943963061846,0.7909055958798668,1.4722901294069757,0.0002600815155244073,0.0,0.0,0.0,nan,0.39604213865170035,0.13156714370508082
window_10,abrupt_bump,windowed_sysid,3,30,1.0,0.017237722899396773,0.031013510054975695,0.1428485333551895,4.039465608775488,0.5600625125184296,7.54365905954329,0.00014627468350587769,0.03041666666666667,3.0,0.052617827053077854,0.5888888888888889,1.0702817627756114,0.0
window_10,severe_random_walk,windowed_sysid,3,30,1.0,0.012234432389820487,0.028772205181896913,0.14247030338141617,4.114899096244751,0.43532055738243036,8.257154891307035,0.0001688082844856291,0.03041666666666667,0.0,0.0,nan,0.5220846216715186,0.0
window_10,sinusoidal,windowed_sysid,3,30,1.0,0.008791870048743095,0.023891159816405484,0.15772584631875156,3.8058932628033504,0.5316816742474505,4.692468073737208,0.0001900994413899505,0.023750000000000004,0.0,0.0,nan,0.39604213865170035,0.0
window_14,abrupt_bump,windowed_sysid,3,30,1.0,0.0038565240982053003,0.03411318425157248,0.15112191316936985,3.817757477181162,0.49872562992584807,2.8094782317750986,0.00010759899147655141,0.028749999999999998,3.0,0.04692897416505704,0.6777777777777777,1.0702817627756114,0.0
window_14,severe_random_walk,windowed_sysid,3,30,1.0,0.0046006413498838284,0.02969006315911991,0.1541946919532535,3.852931922841174,0.45117737881646613,2.511405612122766,9.516055320562487e-05,0.027083333333333338,0.0,0.0,nan,0.5220846216715186,0.0
window_14,sinusoidal,windowed_sysid,3,30,1.0,0.005519917170233392,0.022111816592303265,0.17099182194653717,3.509539559373369,0.516209131054891,3.1220199013284016,0.00013939170431193732,0.025833333333333333,0.0,0.0,nan,0.39604213865170035,0.0
window_22,abrupt_bump,windowed_sysid,3,30,1.0,0.003946741992144753,0.029577736832998847,0.1621306685283599,3.606914048024971,0.4583296937695023,2.10101815778908,8.340694680075174e-05,0.024583333333333336,3.0,0.052165048483532726,0.6666666666666666,1.0702817627756114,0.0
window_22,severe_random_walk,windowed_sysid,3,30,1.0,0.004800912197511462,0.02853261296024538,0.16369459140191908,3.6844278185145227,0.44914234967021605,1.8354301952547754,4.3950203311940584e-05,0.019583333333333338,0.0,0.0,nan,0.5220846216715186,0.0
window_22,sinusoidal,windowed_sysid,3,30,1.0,0.0020173087824572025,0.024117030712781273,0.18026538167048325,3.3130415125858748,0.4636471996379348,1.5630503850258035,0.00010094463667920074,0.0075,0.0,0.0,nan,0.39604213865170035,0.0
window_32,abrupt_bump,windowed_sysid,3,30,1.0,0.00181585727227075,0.028894622387080775,0.16374614207114116,3.580353022015212,0.4648736916604878,1.8384313220348798,9.388244420305152e-05,0.01833333333333333,3.0,0.052152389977838574,0.6333333333333333,1.0702817627756114,0.0
window_32,severe_random_walk,windowed_sysid,3,30,0.9666666666666667,0.00324058840925374,0.02738593690232002,0.17004402030574706,3.5656196570961747,0.32635723113084,1.5855186599001698,4.9657135263309636e-05,0.01875,0.0,0.0,nan,0.5220846216715186,0.03162277660168379
window_32,sinusoidal,windowed_sysid,3,30,1.0,0.0016870459825387189,0.021805574714514536,0.1801381696571789,3.3141769095017817,0.4350760117898842,1.695215130234604,6.38429280417003e-05,0.005833333333333333,0.0,0.0,nan,0.39604213865170035,0.0
window_6,abrupt_bump,windowed_sysid,3,30,1.0,0.024514469828474262,0.037805878325856586,0.126534197983627,4.493277185368734,0.638280290220613,41.8512792277887,0.00025249621459783614,0.030833333333333334,3.0,0.05707790580589512,0.7333333333333333,1.0702817627756114,0.0
window_6,severe_random_walk,windowed_sysid,3,30,1.0,0.016816887247129847,0.031054662899255348,0.12571199225144755,4.600222704926492,0.5662785686109212,10.848142315246859,0.0003011225681386808,0.04,0.0,0.0,nan,0.5220846216715186,0.0
window_6,sinusoidal,windowed_sysid,3,30,1.0,0.01373773199381019,0.03095208228397031,0.13905615175076952,4.326257097502103,0.5386469238295994,19.22618666586829,0.00024938218590080384,0.02541666666666667,0.0,0.0,nan,0.39604213865170035,0.0
