family,setting,mode,controller,seed,episodes,obs_noise,action_noise,delay,dropout,outlier_prob,excitation_scale,dither,forgetting,window,event_scale,scale_floor,fallback_cond,success,success_stderr,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift
H,delay0,random_walk,frozen_start_calibration,330000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0016778982389130032,0.01985209419587374,0.18726287621093818,3.246488844263536,0.24807585339625912,1.1651431289004193,1.071912082986786e-05,0.0,0.0,0.0,nan,0.2584191379430256
H,delay0,random_walk,frozen_start_calibration,331000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0017320993110357937,0.01299596444297926,0.19840278119244242,3.2184868599743597,0.26824964395386897,1.1581417466271744,1.6348540091592553e-05,0.0,0.0,0.0,nan,0.2652962745187495
H,delay0,random_walk,frozen_start_calibration,332000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0019113157414605768,0.03326387186561179,0.17530656918642412,3.262583987583247,0.23180280225277478,1.1574737757120848,1.1977394460563643e-05,0.0,0.0,0.0,nan,0.23063969095752868
H,delay0,random_walk,scalar_context,330000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018414358897667034,0.07908053414468372,0.19383325308435445,3.099540670850318,0.4226622424600338,1.0,8.953043773516045e-06,0.0,0.0,0.0,nan,0.2584191379430256
H,delay0,random_walk,scalar_context,331000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.875,0.11692679333668567,0.026728369347735165,0.09915931857207315,0.2097199184733236,3.046985226223488,0.39622775216721995,1.0,6.699464653975911e-06,0.0,0.0,0.0,nan,0.2652962745187495
H,delay0,random_walk,scalar_context,332000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.75,0.15309310892394862,0.031434550407027834,0.14910805541573002,0.18783867144335606,3.1089587718469627,0.4000477866319443,1.0,8.574351846936765e-06,0.0,0.0,0.0,nan,0.23063969095752868
H,delay0,random_walk,matrix_no_policy,330000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018428266815194109,0.03934377415122567,0.18947318578327127,3.1648808802043282,0.1481865703224608,1.217348102982254,1.4316839948377673e-05,0.0,0.0,0.0,nan,0.2584191379430256
H,delay0,random_walk,matrix_no_policy,331000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018773767991151582,0.0279914958784726,0.19996085357661839,3.1860747342949134,0.1207475450970383,1.1374270707878316,7.4881790054238025e-06,0.0,0.0,0.0,nan,0.2652962745187495
H,delay0,random_walk,matrix_no_policy,332000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018983772448854153,0.044432043350311805,0.17448154538470936,3.2781436112925944,0.11331363749809928,1.243498013881245,1.7271279276220393e-05,0.0,0.0,0.0,nan,0.23063969095752868
H,delay0,random_walk,shuffled_state,330000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0016127774942946605,0.04273833341076325,0.17795808030720084,3.4798467644998237,0.5578993334351499,1.411471061258023,7.592012080555773e-05,0.0,0.0,0.0,nan,0.2584191379430256
