setting,controller,rows,episodes,success,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift,success_stderr
floor0.18_shear0.2_fb10.0,calibration_state,2,16,0.9375,0.004793629730377753,0.05826793196535493,0.15268492362088879,6.638234096535713,0.1297850089088602,4.696473155966775,4.495470474196173e-05,0.3453125,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fb10.0,condition_fallback,2,16,0.9375,0.004793629730377753,0.05826793196535493,0.15268492362088879,6.638234096535713,0.1297850089088602,4.696473155966775,4.495470474196173e-05,0.3453125,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fb10.0,frozen_start_calibration,2,16,0.9375,0.005291191160952701,0.061642946990626446,0.1541996734256394,6.786871530754938,0.2155764908551395,5.225131068457503,0.00010507576745325388,0.3921875,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fb10.0,oracle,2,16,0.9375,0.004725654527833224,0.05812506914202131,0.15659634125798863,6.608519876970539,0.0,4.6729121308523,2.9591927582664763e-05,0.37734375,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fb10.0,windowed_sysid,2,16,0.9375,0.00860478893450672,0.06115463132247782,0.12988153820106454,7.014204354989732,0.5470465695017264,4.592181942915426,0.00021098583726160712,0.37968749999999996,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fbNone,calibration_state,2,16,0.9375,0.004793629730377753,0.05826793196535493,0.15268492362088879,6.638234096535713,0.1297850089088602,4.696473155966775,4.495470474196173e-05,0.3453125,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fbNone,frozen_start_calibration,2,16,0.9375,0.005291191160952701,0.061642946990626446,0.1541996734256394,6.786871530754938,0.2155764908551395,5.225131068457503,0.00010507576745325388,0.3921875,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fbNone,oracle,2,16,0.9375,0.004725654527833224,0.05812506914202131,0.15659634125798863,6.608519876970539,0.0,4.6729121308523,2.9591927582664763e-05,0.37734375,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.2_fbNone,windowed_sysid,2,16,0.9375,0.00860478893450672,0.06115463132247782,0.12988153820106454,7.014204354989732,0.5470465695017264,4.592181942915426,0.00021098583726160712,0.37968749999999996,0.0,0.0,nan,0.21853405832978381,0.05846339666834283
floor0.18_shear0.35_fb10.0,calibration_state,2,16,0.9375,0.004788891839584251,0.05921916371456811,0.15316122085705983,6.73484369421481,0.13793456149704475,4.778056594321505,4.30352058669235e-05,0.35,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fb10.0,condition_fallback,2,16,0.9375,0.004788891839584251,0.05921916371456811,0.15316122085705983,6.73484369421481,0.13793456149704475,4.778056594321505,4.30352058669235e-05,0.35,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fb10.0,frozen_start_calibration,2,16,0.9375,0.005106623482534287,0.06317106000975627,0.15521382830168903,6.8297047948442495,0.1987021840790599,5.262670368728605,7.976282501014138e-05,0.39531249999999996,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fb10.0,oracle,2,16,0.9375,0.004703205890493617,0.05966140989262193,0.1575475183609747,6.696829211331862,0.0,4.759157720514431,2.987314246807194e-05,0.3828125,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fb10.0,windowed_sysid,2,16,0.9375,0.008485025814293865,0.06297585831272681,0.12985312083352984,7.109664948156841,0.5239711987909484,4.723609579040384,0.0002230805553610292,0.38749999999999996,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fbNone,calibration_state,2,16,0.9375,0.004788891839584251,0.05921916371456811,0.15316122085705983,6.73484369421481,0.13793456149704475,4.778056594321505,4.30352058669235e-05,0.35,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fbNone,frozen_start_calibration,2,16,0.9375,0.005106623482534287,0.06317106000975627,0.15521382830168903,6.8297047948442495,0.1987021840790599,5.262670368728605,7.976282501014138e-05,0.39531249999999996,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fbNone,oracle,2,16,0.9375,0.004703205890493617,0.05966140989262193,0.1575475183609747,6.696829211331862,0.0,4.759157720514431,2.987314246807194e-05,0.3828125,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.35_fbNone,windowed_sysid,2,16,0.9375,0.008485025814293865,0.06297585831272681,0.12985312083352984,7.109664948156841,0.5239711987909484,4.723609579040384,0.0002230805553610292,0.38749999999999996,0.0,0.0,nan,0.201057356395478,0.05846339666834283
floor0.18_shear0.55_fb10.0,calibration_state,2,16,0.9375,0.004790182298625355,0.06493686922088952,0.15383718134011443,6.847657600392269,0.16139385424010622,4.860072028110935,4.1939084451534476e-05,0.3640625,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fb10.0,condition_fallback,2,16,0.9375,0.004790182298625355,0.06493686922088952,0.15383718134011443,6.847657600392269,0.16139385424010622,4.860072028110935,4.1939084451534476e-05,0.3640625,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fb10.0,frozen_start_calibration,2,16,0.9375,0.005799857567821505,0.06878327645632692,0.15622381997078888,6.911574430019192,0.21465344450435023,5.262670368728605,6.65405466485831e-05,0.40078125,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fb10.0,oracle,2,16,0.9375,0.004784291640687712,0.06488429722340357,0.1585439220722759,6.804177595497103,0.0,4.87488980637457,2.919164291688078e-05,0.396875,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fb10.0,windowed_sysid,2,16,0.9375,0.008636289686583929,0.06875890508652435,0.13076331202020258,7.218108263891797,0.5450123055011342,4.833094338648264,0.00023358739010584313,0.40390624999999997,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fbNone,calibration_state,2,16,0.9375,0.004790182298625355,0.06493686922088952,0.15383718134011443,6.847657600392269,0.16139385424010622,4.860072028110935,4.1939084451534476e-05,0.3640625,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fbNone,frozen_start_calibration,2,16,0.9375,0.005799857567821505,0.06878327645632692,0.15622381997078888,6.911574430019192,0.21465344450435023,5.262670368728605,6.65405466485831e-05,0.40078125,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fbNone,oracle,2,16,0.9375,0.004784291640687712,0.06488429722340357,0.1585439220722759,6.804177595497103,0.0,4.87488980637457,2.919164291688078e-05,0.396875,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.18_shear0.55_fbNone,windowed_sysid,2,16,0.9375,0.008636289686583929,0.06875890508652435,0.13076331202020258,7.218108263891797,0.5450123055011342,4.833094338648264,0.00023358739010584313,0.40390624999999997,0.0,0.0,nan,0.22276829223038375,0.05846339666834283
floor0.28_shear0.2_fb10.0,calibration_state,2,16,1.0,0.001505263672618586,0.035439272833122454,0.14837688408205388,5.302840092731936,0.13019911575580206,3.3990543180668245,1.770458945109389e-05,0.18984375,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fb10.0,condition_fallback,2,16,1.0,0.001505263672618586,0.035439272833122454,0.14837688408205388,5.302840092731936,0.13019911575580206,3.3990543180668245,1.770458945109389e-05,0.18984375,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fb10.0,frozen_start_calibration,2,16,1.0,0.0015651253988101348,0.030992548077875697,0.14934830870748628,5.376569579822503,0.2196936606485841,3.7510609144791083,6.30800509359508e-05,0.25546875,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fb10.0,oracle,2,16,1.0,0.0014617685940879932,0.035000601742631546,0.1515559816763396,5.252852535732269,0.0,3.423971009628194,1.2759276253048067e-05,0.215625,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fb10.0,windowed_sysid,2,16,1.0,0.0029410625763088786,0.03770937224588963,0.1252436268642768,5.736180504733097,0.4784630122901315,4.7611190435528385,0.00015056769829388972,0.2328125,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fbNone,calibration_state,2,16,1.0,0.001505263672618586,0.035439272833122454,0.14837688408205388,5.302840092731936,0.13019911575580206,3.3990543180668245,1.770458945109389e-05,0.18984375,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fbNone,frozen_start_calibration,2,16,1.0,0.0015651253988101348,0.030992548077875697,0.14934830870748628,5.376569579822503,0.2196936606485841,3.7510609144791083,6.30800509359508e-05,0.25546875,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fbNone,oracle,2,16,1.0,0.0014617685940879932,0.035000601742631546,0.1515559816763396,5.252852535732269,0.0,3.423971009628194,1.2759276253048067e-05,0.215625,0.0,0.0,nan,0.22304419383717192,0.0
floor0.28_shear0.2_fbNone,windowed_sysid,2,16,1.0,0.0029410625763088786,0.03770937224588963,0.1252436268642768,5.736180504733097,0.4784630122901315,4.7611190435528385,0.00015056769829388972,0.2328125,0.0,0.0,nan,0.22304419383717192,0.0
