family,setting,mode,controller,seed,episodes,obs_noise,action_noise,delay,dropout,outlier_prob,excitation_scale,dither,forgetting,window,event_scale,scale_floor,fallback_cond,success,success_stderr,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift
A,main,static,nominal_offline,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0017134368707781209,0.019775208041375284,0.17549612095582426,3.1374899187381424,0.3299770413984057,1.0,2.987204367109295e-05,0.0,0.0,0.0,nan,0.0
A,main,static,nominal_offline,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001807110001187771,0.06116384395999693,0.19021871846037394,3.367934856944537,0.26014498434195016,1.0,2.3674321463714508e-05,0.0,0.0,0.0,nan,0.0
A,main,static,nominal_offline,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.003648603593005727,0.05762979846502375,0.21128969763976377,3.1939779870629224,0.4404615533920972,1.0,4.841838821623891e-05,0.0,0.0,0.0,nan,0.0
A,main,static,nominal_offline,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001810066618610129,0.06161787813608028,0.21509819638563885,3.2893771440974837,0.3867070029334117,1.0,2.4234383929381934e-05,0.0,0.0,0.0,nan,0.0
A,main,static,robust_low_gain,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.3333333333333333,0.13608276348795434,0.10581800640598861,0.22865737136440223,0.2505610628410273,2.119665950010293,0.3299770413984057,1.0,2.122055230826463e-06,0.0,0.0,0.0,nan,0.0
A,main,static,robust_low_gain,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.25,0.125,0.19361222307116288,0.32948359224701573,0.27763300922853623,2.178017246951748,0.26014498434195016,1.0,1.948346758311417e-06,0.0,0.0,0.0,nan,0.0
A,main,static,robust_low_gain,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.16666666666666666,0.10758287072798381,0.19506257936244822,0.3327762441274053,0.3113155138799882,2.157496174434336,0.4404615533920972,1.0,2.455230822937719e-06,0.0,0.0,0.0,nan,0.0
A,main,static,robust_low_gain,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.25,0.125,0.22453227765545913,0.35544708557933397,0.34180376772269194,2.128905802348875,0.3867070029334117,1.0,2.907708051593877e-06,0.0,0.0,0.0,nan,0.0
A,main,static,frozen_start_calibration,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0014470980743142151,0.010148804332172325,0.18183307963498282,3.0354386493317516,0.0,1.2212502093745232,2.3885298193990266e-06,0.0,0.0,0.0,nan,0.0
A,main,static,frozen_start_calibration,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001686668461755406,0.03823894733132154,0.19281228025954236,3.3199656666419166,0.0,1.1688889990967788,2.8553661383586054e-06,0.0,0.0,0.0,nan,0.0
A,main,static,frozen_start_calibration,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018445155799521953,0.017185745540715086,0.2308390139015939,2.9110842981304823,0.0,1.1721675083798002,5.128324978535275e-07,0.0,0.0,0.0,nan,0.0
A,main,static,frozen_start_calibration,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0013103061524701917,0.038504811916838876,0.22375134044012038,3.1522341642892715,0.0,1.2541431806101668,8.297678769215381e-07,0.0,0.0,0.0,nan,0.0
A,main,static,residual_bias,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.009244108340246571,0.041279643952432624,0.1796479097834038,3.0772002133323517,0.3299770413984057,1.0,2.488293354911899e-05,0.0,0.0,0.0,nan,0.0
A,main,static,residual_bias,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.010506495509454247,0.10378969737448433,0.194483357627901,3.3284877092339014,0.26014498434195016,1.0,2.2344620574823962e-05,0.0,0.0,0.0,nan,0.0
A,main,static,residual_bias,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.014132530880156353,0.0714143403323872,0.21880772638292068,3.091789896134156,0.4404615533920972,1.0,4.9646608818052706e-05,0.0,0.0,0.0,nan,0.0
A,main,static,residual_bias,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.9166666666666666,0.07978559231302819,0.020825136433438585,0.08710152178494947,0.2223195672530459,3.2065272152000066,0.3867070029334117,1.0,2.2063263048552052e-05,0.0,0.0,0.0,nan,0.0
A,main,static,windowed_sysid,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0015223623926605865,0.01382588578845611,0.15289076251740627,3.5383847806474726,0.3346337054419159,2.8103350892000183,8.114408765519473e-05,0.013541666666666667,0.0,0.0,nan,0.0
A,main,static,windowed_sysid,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0021824302724487723,0.036822293484519215,0.16581259427151115,3.7889346327022984,0.3683865122338075,3.8487821687063826,9.919660543202896e-05,0.007291666666666666,0.0,0.0,nan,0.0
A,main,static,windowed_sysid,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0033675099554656127,0.015988241767494346,0.1967815839222642,3.4054828674261137,0.37272509485448163,2.9599090293596273,7.151489281573037e-05,0.012500000000000002,0.0,0.0,nan,0.0
A,main,static,windowed_sysid,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.004926368780331467,0.035691080805911456,0.19339548152941055,3.664380928815769,0.38709383296638505,3.3964604339341276,6.227975419807219e-05,0.013541666666666669,0.0,0.0,nan,0.0
A,main,static,calibration_state,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001449812727621546,0.010038664669338632,0.18026742015963163,3.057723098035197,0.015836957849470413,1.2154914016271428,2.5271100776147964e-06,0.0,0.0,0.0,nan,0.0
A,main,static,calibration_state,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001697865595556303,0.037988049748807186,0.19215581683483948,3.3314763402628387,0.021410908452017194,1.1550054515602466,3.5909581987413027e-06,0.0,0.0,0.0,nan,0.0
A,main,static,calibration_state,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018454781207041101,0.017399575410033796,0.22706098054881452,2.955195759502445,0.024354690852800315,1.1939370819780548,1.7592165174190362e-06,0.0,0.0,0.0,nan,0.0
A,main,static,calibration_state,193000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0013239931559571288,0.03933170748549774,0.22214925171787556,3.1737411059624905,0.026366147151622207,1.231237572154609,2.01404746534439e-06,0.0,0.0,0.0,nan,0.0
A,main,static,oracle,190000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0014470980743142151,0.010148804332172325,0.18183307963498282,3.0354386493317516,0.0,1.2212502093745232,2.3885298193990266e-06,0.0,0.0,0.0,nan,0.0
A,main,static,oracle,191000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001686668461755406,0.03823894733132154,0.19281228025954236,3.3199656666419166,0.0,1.1688889990967788,2.8553661383586054e-06,0.0,0.0,0.0,nan,0.0
A,main,static,oracle,192000,12,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0018445155799521953,0.017185745540715086,0.2308390139015939,2.9110842981304823,0.0,1.1721675083798002,5.128324978535275e-07,0.0,0.0,0.0,nan,0.0
